3813773851,True,1522724457
3813737784,True,1522721410
3813389678,False,1522694237
3813341450,True,1522691941
3813288345,True,1522689512
3812878037,True,1522674394
3812771972,False,1522670786
3812701961,True,1522667520
3812579458,True,1522661835
3812495690,False,1522657166
3812429618,True,1522653461
3812361519,False,1522649161
3812304070,True,1522645479
3811754440,True,1522606822
3811751944,True,1522606694
3811678974,False,1522603629
3811656843,True,1522602721
3811524201,True,1522597788
3811447459,True,1522595098
3811395746,True,1522593353
3811272637,True,1522589342
3811269198,False,1522589233
3811234964,True,1522588175
3811141827,False,1522585050
3811138840,True,1522584950
3811096708,False,1522584053
3811024255,False,1522580824
3811019779,False,1522580657
3810920238,False,1522576778
3810913865,False,1522576531
3810816945,True,1522572772
3810797045,False,1522571997
3810690114,False,1522567507
3810667407,True,1522566554
3810598478,True,1522563512
3810591728,False,1522563211
3810509929,True,1522559078
3810503944,False,1522558754
3810442630,True,1522555222
3810441732,True,1522555167
3809702325,True,1522514888
3809600554,False,1522511563
3809364271,True,1522504255
3809275744,True,1522501516
3809143765,True,1522497219
3809140344,True,1522497596
3809120660,True,1522496331
3809062947,False,1522494141
3809043369,True,1522493525
3809038898,True,1522493255
3808965597,True,1522490275
3808944568,False,1522489423
3808935775,True,1522489153
3808894481,True,1522487318
3808856253,False,1522485817
3808843431,False,1522485175
3808804800,False,1522483549
3808772340,False,1522482242
3808749687,True,1522481100
3808730315,True,1522480282
3808708910,True,1522479528
3808671269,True,1522477351
3808649092,True,1522476239
3808644045,True,1522476018
3808588717,False,1522472950
3808586208,False,1522472812
3808582132,False,1522472648
3808519940,True,1522468845
3808518879,True,1522468777
3808090244,False,1522439697
3808055508,True,1522438071
3808031362,True,1522437037
3807951641,False,1522433664
3807886122,True,1522431118
3807806892,False,1522428185
3807697230,False,1522424417
3807556991,False,1522420007
3807406439,True,1522415119
3807302582,True,1522411605
3807281273,True,1522410545
3807259050,True,1522409611
3807257804,True,1522409563
3807206616,False,1522407588
3807181073,True,1522406181
3807138658,False,1522404231
3807137726,True,1522404159
3807110470,True,1522402872
3807083615,True,1522401592
3807067611,True,1522400819
3807025985,False,1522398779
3807009514,True,1522398015
3806993715,True,1522397139
3806938549,True,1522394206
3806929208,True,1522393714
3806917465,False,1522393283
3806880107,False,1522390943
3806873564,True,1522390582
3806869329,False,1522390401
