r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win,start_time
12,15,57,3,83,9,96,104,70,50,True,1516753671
114,13,20,27,60,77,49,108,30,89,False,1519218749
11,20,65,78,3,8,15,29,27,16,True,1515546127
109,49,16,65,3,34,13,72,27,62,True,1515550021
15,49,57,86,107,41,39,38,62,101,True,1519210893
12,11,65,75,51,94,77,104,16,68,True,1515339250
11,8,51,69,3,39,18,60,65,87,False,1515373206
109,15,108,27,51,43,114,33,86,100,True,1515642240
109,11,57,89,86,48,72,38,103,87,False,1519218309
109,43,104,60,87,94,77,13,103,86,False,1519146416
41,34,60,100,3,11,8,29,51,87,False,1515566977
77,43,58,23,100,98,112,61,16,86,True,1515812518
11,63,104,27,51,72,39,60,66,30,True,1515693688
12,15,78,16,68,8,34,104,86,100,False,1515348724
77,49,69,66,112,19,17,78,3,23,True,1515348009
95,51,39,16,27,49,48,78,60,75,False,1515604981
109,13,15,103,3,12,43,16,87,62,True,1519397309
12,11,78,62,30,63,94,13,27,103,True,1515750949
76,9,50,109,40,34,72,2,16,27,False,1515557355
80,39,65,112,88,81,34,38,103,64,True,1515320264
17,54,29,112,100,1,72,65,27,86,False,1515499710
8,19,102,27,60,54,76,29,64,100,True,1515682644
8,39,45,86,103,35,15,53,78,87,True,1519158183
72,39,65,64,62,8,47,33,51,27,False,1515477145
43,15,41,60,37,12,11,57,16,68,True,1515575229
93,11,57,16,30,43,15,65,103,79,True,1515658578
11,1,78,86,14,20,46,57,16,87,False,1515320441
72,76,2,89,64,8,43,29,100,30,True,1519306425
94,61,16,87,89,46,6,13,100,37,True,1516924827
80,22,16,103,30,54,15,65,90,26,False,1519300753
34,29,15,51,75,102,61,77,86,103,False,1515578623
19,13,58,16,3,39,49,103,38,87,True,1515562984
49,20,88,69,64,109,15,13,28,3,True,1515571667
17,48,58,100,87,19,34,29,30,107,False,1515571923
49,76,2,30,107,61,59,19,16,50,True,1515672454
69,54,13,30,86,49,15,65,51,68,False,1515308505
12,7,63,27,103,41,47,100,78,110,True,1515575276
94,65,77,30,107,19,63,78,58,28,False,1515805354
76,63,13,27,69,11,77,57,107,3,False,1515564360
8,19,108,86,87,34,54,96,30,16,True,1515718865
43,72,41,103,31,11,19,77,89,87,False,1515747611
109,47,88,65,20,49,54,16,85,87,True,1515358313
17,12,102,27,84,94,34,19,3,107,False,1516941635
11,77,86,88,103,49,13,15,27,7,True,1516839952
67,43,104,60,30,34,93,69,64,62,True,1515315904
46,19,41,30,107,94,8,78,87,103,True,1515668675
25,19,29,86,3,48,43,69,16,68,False,1515488855
11,98,57,30,28,8,47,78,100,112,True,1515514862
11,13,114,30,100,49,43,57,87,7,False,1519222753
1,19,65,100,75,93,17,55,28,86,True,1515601197
12,77,78,69,87,8,43,104,16,5,True,1516929173
72,98,49,16,37,47,108,19,42,3,True,1519505266
104,81,51,66,27,11,61,78,60,30,False,1515687872
93,61,13,64,51,11,72,65,100,86,True,1515604212
17,48,29,27,100,15,34,107,104,3,False,1515355894
34,72,69,103,87,113,16,90,109,3,False,1515377687
19,39,29,86,84,11,56,30,41,62,True,1515345449
34,63,29,86,51,94,109,88,65,68,True,1515753922
57,39,34,100,30,11,13,20,86,85,False,1515633093
19,39,104,100,86,15,43,58,68,16,False,1515343997
41,72,55,100,87,13,47,77,27,62,True,1515503126
109,15,19,90,86,53,17,72,89,87,True,1519144396
109,9,104,100,87,98,54,29,30,28,False,1515600345
8,104,22,64,51,17,72,58,62,3,True,1515480242
11,15,38,100,87,94,104,69,27,23,True,1515761883
12,39,29,88,3,18,65,71,86,104,True,1515604587
10,57,76,60,3,48,23,102,103,79,True,1515773523
77,49,55,3,107,98,15,13,16,27,True,1515567977
11,54,13,7,27,46,80,16,88,50,False,1515702270
19,39,38,16,3,108,54,9,103,30,True,1515777166
17,54,65,86,66,39,77,19,111,103,False,1519305151
54,49,108,42,101,39,12,19,51,87,True,1519132813
54,34,29,27,88,1,78,16,47,87,True,1515349306
72,41,57,88,87,49,33,43,100,37,True,1519572631
8,19,13,107,27,49,54,65,16,68,True,1515525222
54,11,16,100,30,19,13,78,51,27,False,1515526677
12,102,106,58,60,114,80,13,66,27,False,1515610686
11,15,89,58,64,109,25,45,7,31,False,1519404413
12,49,13,107,3,41,15,7,100,68,True,1515582896
11,49,78,86,3,72,54,16,13,68,True,1515768738
44,39,2,27,107,13,56,80,100,64,False,1515609169
43,76,16,66,30,94,38,20,7,3,True,1519501528
34,20,16,60,3,13,67,78,51,30,True,1515311247
11,81,29,100,3,15,39,19,20,51,True,1515493188
72,45,19,66,87,109,49,65,103,30,True,1519579130
39,18,65,88,27,41,78,15,103,87,False,1515474328
49,81,65,87,85,109,33,45,112,19,True,1516669462
94,46,65,86,79,41,9,78,87,103,False,1515615451
4,15,55,87,107,12,47,57,30,103,True,1515736806
109,49,102,68,51,80,38,76,112,62,True,1515722855
33,11,61,27,107,13,114,49,51,3,True,1515697275
48,49,78,51,87,72,76,96,27,107,True,1515698236
61,72,57,16,37,34,54,78,60,30,True,1519158049
94,47,51,69,27,81,29,39,88,68,True,1515488766
72,53,102,86,3,54,76,78,16,68,True,1519138220
109,47,53,103,3,34,15,78,60,87,True,1519309581
8,49,78,62,87,34,42,13,60,27,True,1515765438
1,39,78,64,88,49,12,62,51,27,False,1515520580
94,15,88,27,107,39,9,57,51,68,True,1515487418
11,63,104,86,87,12,70,16,68,100,True,1515727587
12,34,69,88,3,8,17,53,100,79,True,1515593157
98,16,72,58,30,44,40,19,91,3,False,1519553406
34,47,27,29,89,72,49,43,86,87,True,1519139179
76,39,19,62,64,49,95,2,60,3,True,1515564052
113,13,47,103,62,61,15,29,100,3,False,1519557465
9,63,78,27,23,49,54,16,66,87,True,1515506485
48,49,104,27,107,78,59,13,100,68,True,1515338244
43,48,78,60,3,42,80,16,87,66,False,1515604073
15,104,74,85,30,11,55,41,16,37,False,1515352282
15,76,19,14,27,94,21,103,16,68,False,1515502873
23,11,81,27,60,61,48,49,87,51,True,1515692529
8,13,15,78,87,39,72,33,16,86,True,1519150208
1,65,47,100,86,39,78,12,107,75,True,1515316017
12,42,15,100,71,41,39,16,62,64,True,1519222540
12,76,57,88,87,44,43,78,107,3,False,1515345344
13,33,67,51,86,12,77,16,87,85,False,1515730087
12,45,70,7,66,73,108,49,30,89,False,1519494562
8,43,29,16,86,109,39,100,78,30,False,1516934079
63,39,13,86,100,114,76,104,27,51,False,1515477998
108,19,100,12,68,11,15,2,88,3,False,1515740993
48,49,78,100,75,98,95,39,107,86,True,1515525023
34,72,88,103,87,8,43,65,89,3,False,1519149297
34,61,90,51,87,42,43,88,66,86,True,1516674451
11,77,112,51,16,15,43,79,3,107,True,1515341334
43,63,78,30,62,72,49,108,86,16,False,1519214250
11,63,16,3,71,41,43,57,27,58,False,1515509224
46,72,57,27,100,94,19,13,86,66,False,1519213620
49,15,108,103,87,72,13,76,62,3,True,1519311710
8,47,58,103,87,72,43,51,89,68,True,1519490658
72,57,49,7,68,41,43,65,86,3,True,1519568982
12,57,22,86,30,106,15,29,100,3,False,1519227726
61,72,64,66,30,109,13,65,90,100,False,1519575888
13,42,69,97,86,12,49,2,100,3,True,1515596342
109,34,29,100,87,74,20,27,38,89,False,1519313911
57,54,22,107,30,94,19,102,87,23,True,1515606693
39,78,81,100,27,12,13,19,110,86,False,1515662576
80,39,13,16,68,49,18,38,103,87,False,1515556425
48,38,43,101,91,95,47,57,89,30,True,1519473782
19,11,22,27,62,34,77,78,28,51,True,1515665037
76,8,57,27,14,39,42,78,75,23,True,1515336870
54,13,107,78,27,21,41,58,16,68,True,1515512352
19,63,112,107,60,41,76,78,23,30,False,1515509860
48,108,11,27,71,81,46,55,103,3,False,1515601827
76,12,65,30,23,8,49,104,60,50,True,1515676145
11,81,55,51,30,35,77,69,107,3,True,1515571322
94,6,13,27,85,41,76,108,100,50,True,1516756238
12,33,9,7,3,109,49,92,30,107,False,1519227618
109,15,64,3,107,45,53,81,37,103,True,1519232169
72,76,29,51,37,19,20,38,86,30,True,1519234580
61,27,19,16,65,34,12,69,100,75,True,1515737059
54,19,55,100,87,72,43,65,103,3,False,1519317321
39,12,65,83,85,17,72,16,62,50,False,1516938320
15,57,77,16,87,11,109,60,14,86,False,1515650636
18,19,104,16,27,12,108,39,68,88,True,1516838697
81,47,69,100,79,34,8,19,28,87,True,1515716724
8,76,112,65,100,72,21,29,51,68,False,1515506563
80,49,74,7,20,106,15,108,26,51,False,1519324138
17,102,70,7,86,109,90,49,38,88,True,1519318831
46,49,90,38,66,54,58,39,89,87,False,1519128477
80,17,66,78,30,15,49,16,90,88,False,1519125144
94,54,65,51,3,39,48,55,107,79,True,1515528973
54,34,78,100,30,39,13,19,27,107,True,1515352144
35,12,78,16,30,109,72,38,90,3,False,1519302829
109,72,57,16,3,94,70,19,86,91,True,1519470026
49,63,65,86,103,39,19,69,100,87,True,1515749691
61,19,47,107,66,72,43,65,89,37,False,1519486853
76,63,65,100,86,9,94,16,104,30,True,1515353052
17,78,67,62,27,34,72,16,100,64,True,1515341472
12,33,19,87,3,67,104,47,100,30,True,1515477731
77,22,49,88,3,34,72,69,27,100,False,1515305668
72,35,29,16,30,54,76,78,60,112,True,1515348642
34,63,57,60,87,72,17,15,16,27,False,1515333928
106,42,65,27,103,12,72,19,28,68,True,1515661696
98,13,20,62,30,46,77,49,86,100,True,1519130700
8,47,104,30,7,42,39,13,27,100,False,1515348772
48,47,78,7,87,72,34,65,30,100,False,1519142657
53,109,45,103,86,106,15,29,79,100,True,1519561049
63,19,49,52,23,8,76,78,51,27,False,1515784187
11,39,29,51,87,15,35,69,30,62,False,1515733966
109,34,104,75,62,74,12,38,27,103,False,1515669120
109,55,101,27,60,52,8,78,100,3,False,1515529708
74,102,27,21,45,11,19,16,88,112,True,1515373944
80,49,102,86,68,17,78,54,90,16,True,1519230953
74,63,114,112,7,17,6,69,27,56,True,1538240068
67,11,64,75,99,9,74,19,23,27,True,1539186521
48,43,29,103,119,11,72,13,64,51,True,1521855661
95,43,69,16,3,109,92,57,86,23,True,1521644911
95,47,30,16,60,10,45,86,19,103,False,1521641140
17,15,65,71,79,63,13,57,68,7,False,1513984739
11,72,38,60,27,98,61,78,103,30,True,1517642599
25,57,38,91,107,48,40,108,16,30,False,1521927526
89,61,96,81,68,13,8,65,51,27,False,1515562117
44,72,119,53,51,13,95,57,107,30,True,1521019985
42,11,45,68,107,12,13,41,16,30,False,1515629485
8,108,49,100,3,72,38,54,91,101,False,1521766914
12,34,30,86,78,15,18,64,29,16,True,1517713970
113,19,16,103,84,13,54,15,60,30,True,1513886350
94,8,55,88,30,39,77,38,27,23,False,1517665039
93,76,57,68,16,11,70,29,86,27,True,1513808755
18,43,29,30,28,109,19,55,50,107,True,1517624128
77,34,15,16,68,48,80,102,86,84,False,1513874681
42,11,65,87,62,41,39,97,51,3,False,1515675013
54,15,29,51,87,72,19,41,103,119,False,1521705704
72,49,64,51,100,12,43,19,86,107,True,1521894942
15,34,62,29,30,17,8,102,27,84,True,1515500118
76,93,29,107,3,95,9,97,30,89,False,1517570845
19,34,72,62,3,54,76,16,103,107,False,1521720143
109,53,63,16,87,12,9,89,88,64,False,1517661291
39,8,112,51,28,19,76,65,100,31,False,1513789725
10,43,65,87,62,48,47,102,66,100,False,1521853357
80,11,16,86,3,25,48,29,19,68,True,1522000818
15,49,55,62,87,63,78,94,107,27,True,1515488780
54,49,57,100,68,72,13,41,89,3,True,1521162906
11,77,41,100,50,94,63,78,112,51,True,1515498633
54,109,43,16,66,8,106,69,87,89,True,1521842548
19,72,69,103,26,80,49,13,119,62,True,1521014901
46,63,78,103,3,49,11,65,110,51,True,1515734983
13,77,69,87,84,72,76,78,91,3,False,1517745441
48,92,102,100,68,80,72,29,27,62,False,1521834459
11,41,58,30,62,48,45,16,100,86,True,1521802798
95,39,41,103,30,80,34,7,14,86,True,1517648095
77,43,57,30,16,4,29,19,51,101,True,1515704524
15,72,7,103,85,17,81,19,86,68,False,1513962087
12,108,65,3,103,48,53,114,27,60,True,1513961099
80,43,100,65,50,12,76,19,13,68,False,1522174101
8,102,72,64,16,10,65,19,62,87,True,1521828514
11,42,51,60,87,41,19,97,66,30,False,1514041240
15,19,92,30,83,99,54,108,90,86,True,1521570322
13,119,70,100,91,8,102,43,89,87,True,1521758762
11,12,19,51,30,52,43,16,66,50,True,1521745296
72,77,86,16,88,39,54,60,103,26,True,1521023556
77,63,29,16,27,8,43,65,30,60,True,1513799603
94,15,64,16,27,39,35,57,68,107,False,1515622008
8,11,65,27,51,12,19,69,86,100,False,1515189905
76,77,16,63,87,35,41,88,89,68,True,1517561427
34,78,15,58,30,109,45,16,57,66,False,1517720867
94,13,8,103,30,113,49,65,51,84,False,1513980500
39,48,27,65,107,109,19,29,86,84,False,1513872032
19,98,47,100,87,48,49,29,60,3,False,1521853435
76,72,57,60,86,80,77,16,103,3,True,1517548927
43,54,16,62,37,48,25,19,60,66,False,1522000810
11,19,45,7,68,53,109,57,87,51,False,1521997609
57,43,81,87,100,94,15,41,86,103,False,1515495453
102,8,43,16,68,72,109,38,89,119,True,1521158568
11,54,13,51,64,46,114,69,88,27,False,1515413853
80,19,58,100,50,72,110,102,30,23,False,1521831804
110,102,47,100,66,11,19,72,64,103,True,1521738535
12,43,38,62,30,11,18,58,100,27,True,1521741699
54,72,49,86,87,12,13,100,66,19,True,1521839077
94,19,65,107,50,39,12,78,62,87,True,1515488589
15,38,81,62,86,109,53,19,30,107,True,1522163220
18,38,45,91,86,39,49,60,103,30,True,1517742170
52,11,108,16,87,12,13,98,30,107,True,1517575521
109,70,16,88,30,63,43,29,100,87,False,1521753279
11,43,65,16,111,12,77,119,68,100,True,1521748280
8,49,19,53,86,109,47,65,30,89,False,1521804214
80,39,29,27,107,34,55,93,30,62,False,1513883062
52,63,29,103,87,15,12,69,30,86,False,1515738491
11,41,13,100,30,25,49,119,16,103,True,1521958117
15,39,57,64,23,113,11,86,78,62,False,1521878395
34,41,45,30,60,49,67,2,79,107,False,1514043866
63,43,53,16,87,44,15,65,89,30,True,1521061113
54,76,15,100,3,53,41,39,68,16,False,1521925518
15,78,49,87,103,39,12,19,119,37,False,1521561543
12,9,38,87,89,114,11,108,86,103,False,1517627778
49,72,108,30,88,59,47,51,16,68,True,1521929622
80,11,16,66,107,106,72,65,30,103,False,1521663569
61,43,58,103,68,109,78,15,100,87,True,1521763310
43,41,13,64,103,48,53,47,60,20,True,1521794574
11,12,16,103,79,43,78,72,100,3,True,1515585170
15,47,38,112,51,9,63,69,27,62,True,1515192564
61,49,57,79,107,72,6,38,30,16,False,1513954883
34,43,102,68,100,72,70,19,84,91,True,1515409359
109,43,29,9,89,34,19,49,53,86,True,1521028664
12,109,108,100,68,11,98,13,51,3,False,1515495688
17,49,58,68,16,72,22,38,90,86,False,1521745308
49,72,78,103,87,48,47,16,107,50,True,1517468635
49,38,77,90,30,17,80,57,87,16,True,1517739276
44,98,30,91,38,72,77,108,89,112,True,1521881420
77,38,47,86,119,41,43,104,16,68,True,1521390795
46,43,65,119,107,94,63,78,100,68,False,1521798074
94,15,29,57,86,77,9,33,89,30,False,1517710796
17,72,108,119,27,109,39,16,52,103,True,1521735207
11,15,77,51,87,80,47,19,3,16,True,1515485108
76,102,47,103,87,95,61,38,100,3,True,1521667091
94,39,78,100,86,12,11,19,27,107,False,1515658316
46,19,65,87,16,23,54,78,107,3,False,1513965170
72,39,3,91,60,11,19,54,86,107,True,1521849629
6,49,13,112,85,15,12,38,30,88,True,1515794271
54,49,102,53,103,106,76,65,89,87,True,1521792108
43,54,49,68,103,109,47,65,30,62,False,1521068682
8,49,69,16,68,76,109,19,62,86,False,1521748940
34,19,78,68,107,6,47,79,86,16,False,1513823097
1,19,29,27,100,54,17,13,84,87,True,1513785937
54,22,66,16,3,92,109,19,86,30,False,1521931059
56,9,16,68,107,8,11,26,29,51,True,1515445378
98,76,103,30,41,12,46,57,64,89,False,1515646808
94,15,2,107,87,19,43,97,30,62,False,1517669836
49,46,69,68,51,72,39,13,112,16,True,1513812881
25,10,102,86,107,109,22,38,62,30,False,1521811046
52,72,16,85,91,12,15,19,86,3,False,1517655926
15,16,13,77,79,19,4,62,29,27,False,1515535767
13,41,49,68,107,8,65,15,78,27,False,1515565889
43,49,108,119,30,35,81,102,107,3,True,1521567438
39,93,87,16,100,44,43,65,86,62,False,1521954399
11,12,57,16,87,39,77,19,86,91,False,1517481162
49,20,108,27,100,48,39,19,78,62,False,1515661589
44,72,16,5,69,74,54,96,66,87,True,1521807340
1,39,38,103,27,94,53,51,68,107,False,1513958816
35,63,78,27,86,8,94,97,66,30,True,1514049257
43,72,51,100,87,94,19,16,78,68,False,1521889498
72,22,2,62,87,67,11,97,100,3,False,1515763551
17,15,49,87,60,11,77,58,30,103,True,1517734155
61,72,16,62,111,23,43,100,41,68,True,1522004209
53,40,54,30,28,18,19,13,65,3,True,1517651468
109,19,86,88,100,72,76,107,65,37,False,1521031908
18,43,100,112,60,48,53,41,3,103,True,1513804302
109,13,57,60,3,76,41,19,68,91,False,1521064907
1,78,103,112,23,94,53,45,100,68,False,1513973164
48,39,66,51,27,99,76,86,57,107,True,1515760146
109,13,69,3,85,49,19,58,112,28,True,1513826991
58,72,65,100,30,95,13,47,16,3,False,1521832458
72,47,19,3,100,49,76,57,60,87,True,1521709085
94,12,13,28,68,17,77,104,26,85,True,1515790786
77,47,60,86,107,13,4,34,87,103,True,1521388812
54,114,23,28,3,109,33,72,84,85,True,1513796361
69,49,76,50,16,33,19,13,90,89,False,1515658069
18,34,58,62,27,12,22,104,16,3,True,1517557202
63,43,19,27,16,94,15,78,83,37,False,1515571078
80,98,38,90,26,17,12,108,89,3,True,1517477156
77,49,102,100,3,98,43,29,60,86,False,1517545279
76,15,87,57,107,11,70,97,60,79,True,1517725180
9,18,108,30,100,40,74,81,27,88,False,1513957949
95,76,57,37,119,25,80,102,16,86,False,1522159160
15,44,79,16,30,34,109,88,58,37,True,1520850211
98,94,78,86,83,49,12,57,88,87,False,1515574956
34,2,41,69,27,12,49,61,107,57,False,1515484828
72,47,100,102,30,94,19,15,90,86,True,1521741233
10,38,19,66,3,11,63,104,27,83,True,1515539071
11,19,65,86,87,8,47,29,27,51,True,1517633760
113,65,49,86,71,93,55,13,62,30,False,1513801111
43,63,57,87,89,15,19,45,68,91,False,1517472289
11,72,108,62,3,19,47,102,66,87,True,1517458977
11,95,29,103,86,76,39,19,110,51,False,1515582315
42,49,58,30,28,61,41,45,68,16,False,1521559089
109,13,43,7,87,72,108,39,100,27,True,1521675242
41,34,57,51,101,1,11,78,27,107,False,1515679553
94,13,77,51,27,18,39,78,103,30,False,1517462168
54,39,108,91,107,33,109,19,119,50,True,1521166519
98,77,76,16,3,94,61,29,86,84,False,1513969532
11,77,13,112,51,49,12,78,101,100,True,1515707280
54,49,13,107,3,12,47,58,100,87,True,1515441831
39,12,41,30,84,47,54,65,103,64,True,1515654317
11,63,33,27,103,41,9,78,84,68,False,1513819216
95,69,47,100,3,12,58,19,86,68,False,1521650993
41,43,29,16,3,94,19,78,28,50,False,1517579485
11,12,53,84,107,39,38,19,27,85,False,1515625769
69,49,93,100,68,19,15,29,86,111,False,1515651032
12,72,57,16,27,94,53,78,60,87,False,1517638707
54,17,16,103,87,8,19,33,89,64,True,1521670875
34,77,29,103,87,98,58,12,112,60,True,1515661116
72,49,100,78,87,8,19,47,103,27,True,1521716430
48,43,45,86,68,109,47,65,16,87,False,1521921840
94,22,78,88,84,109,11,13,69,30,True,1513796791
11,12,58,100,87,95,15,47,107,3,False,1521845349
12,19,89,65,27,11,78,20,51,84,True,1515557028
80,11,69,86,3,8,43,19,103,30,True,1521648326
34,19,81,68,60,77,78,47,16,27,False,1521752165
109,53,102,50,103,80,63,65,100,30,True,1522170447
74,29,20,50,16,15,34,2,68,89,True,1517565439
48,11,29,27,103,98,76,65,16,75,True,1521036426
95,45,37,57,16,109,23,119,62,30,True,1521807129
34,12,78,58,87,94,13,77,69,3,False,1515578124
25,9,51,92,60,43,54,65,7,27,False,1507976285
36,104,41,16,68,76,70,27,65,88,False,1507550494
36,55,104,86,31,40,9,114,27,23,False,1507806996
53,76,43,50,107,112,52,4,27,23,False,1508061925
45,41,65,64,60,76,63,102,114,30,False,1507726045
9,43,51,68,23,74,54,13,88,92,True,1507712686
74,102,104,114,79,1,40,65,87,7,False,1507799057
77,40,65,7,50,9,13,98,86,107,True,1508066618
39,95,64,60,50,9,106,104,16,31,True,1507980885
18,36,112,68,88,44,25,97,7,111,False,1508073100
15,40,7,23,86,36,49,57,87,60,True,1507630533
70,55,36,68,107,40,39,104,114,27,True,1507638904
39,69,15,31,107,25,9,57,16,68,False,1507895689
41,43,104,23,68,1,53,40,7,111,False,1507541174
1,43,57,27,7,81,13,65,60,68,True,1507885531
73,77,69,31,7,40,76,55,107,101,True,1507971807
53,95,43,86,107,4,57,45,114,87,True,1507983885
4,63,36,7,31,17,114,69,45,51,False,1507553803
63,13,114,104,87,76,41,65,60,64,True,1507892489
11,4,69,31,51,46,9,57,16,68,False,1507730501
39,81,57,16,68,9,15,18,90,51,False,1507722466
63,43,102,27,23,76,54,92,28,51,True,1507626495
49,9,92,65,23,36,114,54,27,107,False,1507811340
45,41,36,86,85,17,40,61,62,107,False,1507888704
4,40,21,88,92,73,63,53,27,107,True,1508069985
106,70,55,27,107,36,18,7,65,37,False,1507803729
53,40,17,51,87,36,9,114,27,107,False,1508058615
43,8,57,68,23,13,18,90,65,88,True,1507715328
46,92,104,110,83,9,106,102,5,107,False,1538496265
109,19,33,110,71,9,74,5,20,107,False,1538500155
40,70,61,5,107,95,9,97,21,85,True,1538481674
25,6,2,63,84,80,9,78,7,110,False,1538504397
1,19,63,65,75,8,9,20,107,3,False,1538485923
11,102,6,86,87,35,81,100,57,68,False,1516157927
12,16,80,107,68,38,8,47,101,91,True,1521093863
48,43,45,37,89,72,35,57,16,87,False,1521281338
39,89,41,15,3,109,11,65,51,27,True,1516089244
48,19,58,103,27,94,43,65,16,87,False,1521115004
75,54,49,100,68,76,19,33,119,27,False,1521174012
77,94,29,87,16,48,43,65,112,100,True,1516236659
39,81,57,7,68,72,78,76,107,27,True,1519554609
76,102,19,86,85,109,49,51,30,62,False,1516229292
43,67,38,51,37,94,49,55,88,84,True,1516270665
11,65,76,26,37,8,19,43,89,87,False,1521266077
34,81,49,86,68,19,15,78,103,87,False,1521169960
10,72,78,7,87,8,43,51,86,66,False,1521294945
49,15,38,66,30,39,12,16,60,64,False,1519373421
34,63,108,107,30,109,45,65,89,50,True,1521083939
109,39,58,86,85,77,108,35,30,107,True,1516331210
34,49,16,3,37,11,81,51,101,68,False,1519399003
54,76,58,89,101,94,38,20,103,3,False,1519551572
109,54,108,100,87,16,47,52,90,62,True,1520048679
8,9,78,16,27,11,77,100,51,68,True,1516226324
11,8,78,64,100,1,77,55,16,3,False,1519466930
72,92,108,103,119,8,43,19,62,30,True,1520028173
15,34,69,86,62,74,49,55,88,3,True,1519484472
11,98,65,100,3,12,39,104,64,51,False,1519458566
94,15,19,112,60,39,48,33,27,103,True,1516094118
39,77,33,30,86,11,20,57,68,51,False,1518278636
72,47,65,30,86,11,54,49,52,51,False,1518368562
11,19,13,88,30,8,43,58,60,100,False,1516142227
65,43,77,30,107,72,34,108,62,3,True,1518281949
13,54,34,16,30,109,49,112,65,51,True,1516144484
13,54,65,103,87,72,49,58,16,68,False,1519296435
76,47,29,87,107,109,11,16,66,86,True,1521303060
34,109,96,66,79,49,13,15,112,88,True,1516263037
