4166560696,True,1539432277
4166461168,True,1539428596
4166451518,True,1539428302
4166451346,True,1539428203
4166428763,True,1539427512
4166351561,False,1539424166
4166337782,True,1539423607
4166329891,True,1539423326
4166233825,True,1539419427
4166225463,False,1539419020
4166223549,True,1539420472
4166218393,True,1539418707
4166163976,True,1539416472
4166110196,True,1539414187
4166088854,True,1539413962
4166080281,False,1539412697
4165985310,True,1539408036
4165968976,True,1539407230
4165816342,True,1539397845
4165759465,False,1539393539
4165717019,True,1539389238
4165683386,True,1539385974
4165646020,True,1539382580
4165631356,False,1539381363
4165598830,True,1539379072
4165508718,True,1539373440
4165443537,False,1539370045
4165440649,False,1539369901
4165396173,True,1539367768
4165392076,True,1539367628
4165365412,True,1539366350
4165310858,True,1539363925
4165227618,True,1539360454
4165223201,False,1539360282
4165209911,True,1539359754
4165192679,True,1539359064
4165177313,True,1539358423
4165133945,False,1539356545
4165117824,False,1539356030
4165075457,False,1539354677
4165073965,False,1539354629
4165073662,True,1539354620
4165060308,False,1539354199
4164969432,True,1539351370
4164950062,True,1539350712
4164932108,True,1539350124
4164917933,False,1539349659
4164914499,True,1539349548
4164904728,True,1539349216
4164902986,False,1539349157
4164818152,True,1539346195
4164808857,True,1539345877
4164798110,False,1539345397
4164722803,True,1539342335
4164691151,False,1539340791
4164632323,True,1539337961
4164606971,False,1539336438
4164587735,True,1539335727
4164538154,False,1539332792
4164511293,False,1539331208
4164464605,False,1539328550
4164427101,True,1539327524
4164408849,False,1539324778
4164351253,False,1539320848
4164174907,True,1539306671
4164131068,True,1539302191
4164092747,True,1539297912
4164058113,False,1539294621
4163993312,False,1539289379
4163946637,False,1539286307
4163944301,True,1539286358
4163927080,True,1539285192
4163893420,False,1539283721
4163891209,True,1539283200
4163879540,True,1539282522
4163873584,True,1539282210
4163867860,True,1539281918
4163845588,False,1539280801
4163844515,False,1539280792
4163809701,False,1539278997
4163784872,False,1539277831
4163773568,True,1539277294
4163772878,False,1539277330
4163771302,True,1539277168
4163721996,True,1539274940
4163706364,True,1539274344
4163696463,False,1539273943
